words_list,labels
"['Aamir' 'bhai' 'ma' 'apki' 'acting' 'ki' 'nahi' 'apki' 'insaniat' 'or'
 'ajzi' 'ki' 'tareef' 'karu' 'ga' '.' 'itna' 'famous' 'hone' 'k' 'bawjod'
 'ap' 'zra' 'b' 'garur' 'nae' 'krte' '.' 'may' 'you' 'live' 'long' '.'
 'please' 'keep' 'doing' 'good' 'thnx' 'love' 'u' '!!' '!!']","['name' 'lang2' 'lang2' 'lang2' 'lang1' 'lang2' 'lang2' 'lang2' 'lang2'
 'lang2' 'lang2' 'lang2' 'lang2' 'lang2' 'lang2' 'other' 'lang2' 'lang1'
 'lang2' 'lang2' 'lang2' 'lang2' 'lang2' 'lang2' 'lang2' 'lang2' 'lang2'
 'other' 'lang1' 'lang1' 'lang1' 'lang1' 'other' 'lang1' 'lang1' 'lang1'
 'lang1' 'lang1' 'lang1' 'lang1' 'other' 'other']"
"['Hi' 'salman' 'khan' 'I' 'go' 'to' 'India' 'for' 'you' 'you' 'go' 'to'
 'manali' 'my' 'dream' 'see' 'you' 'I' 'am' 'irani']","['lang2' 'name' 'name' 'lang1' 'lang1' 'lang1' 'name' 'lang1' 'lang1' 'lang1'
 'lang1' 'lang1' 'name' 'lang1' 'lang1' 'lang1' 'lang1' 'lang1' 'lang1' 'name']"
"['Ek' 'bottle' 'old' 'mong' 'pike' 'to' 'tu' 'g_' '_' 'd' 'k' 'take'
 'khul' 'jwnge']","['lang2' 'lang1' 'name' 'name' 'lang2' 'lang2' 'lang2' 'lang1' 'lang1' 'lang1'
 'lang2' 'lang2' 'lang2' 'lang2']"
['Dhoni' 'ne' 'toss' 'jita' 'or' 'batting' 'li' '.....'],['name' 'lang2' 'lang1' 'lang2' 'lang2' 'lang1' 'lang2' 'other']
"['That' 'deal' 'make' 'sure' 'availabilty' 'of' 'Electricity' 'to' 'all'
 'by' '20' '..']","['lang1' 'lang1' 'lang1' 'lang1' 'lang1' 'lang1' 'lang1' 'lang1' 'lang1'
 'lang1' 'other' 'other']"
"['Virat' 'sir' 'aap' 'sachin' 'jase' 'khud' 'ke' 'liye' 'q' 'nahi'
 'khelate' '80-99' 'me' 'bich' 'out' 'bhi' 'nahi' 'vote' 'us' 'doran'
 'apka' 'gem' 'bhi' 'slow' 'nahi' 'hota' 'yar' 'aap' 'deshkelie' 'jo'
 'kelte' 'ho' 'maja' 'aata' 'he' 'Sir' 'sehwagh' 'sir' 'orr' 'aapka'
 'jabra' 'fannnnnnn']","['name' 'lang1' 'lang2' 'name' 'lang2' 'lang2' 'lang2' 'lang2' 'lang2' 'lang2'
 'lang2' 'other' 'lang2' 'lang2' 'lang1' 'lang2' 'lang2' 'lang1' 'name' 'name'
 'lang2' 'lang1' 'lang2' 'lang1' 'lang2' 'lang2' 'lang2' 'lang2' 'lang2'
 'lang2' 'lang2' 'lang2' 'lang2' 'lang2' 'lang2' 'lang1' 'name' 'lang1'
 'lang1' 'lang2' 'lang2' 'lang1']"
['Best' 'movie' 'of' 'cricket' 'was' 'ms.' 'dhoni' 'the' 'untold' 'story'],['lang1' 'lang1' 'lang1' 'lang1' 'lang1' 'name' 'name' 'lang1' 'lang1' 'lang1']
"['ab' 'hogi' 'bhrashtachariyo' 'ki' 'har' 'kyuki' 'aa' 'gaye' 'modi'
 'sarkar' 'modi' 'zindabad']","['lang2' 'lang2' 'lang2' 'lang2' 'lang2' 'lang2' 'lang2' 'lang2' 'name'
 'lang2' 'name' 'lang2']"
"['Ja' 'kar' 'Naam' 'puch' 'lo' ',' 'itna' 'sharmate' 'kyo' 'ho' '.' 'She'
 'will' 'like' 'it' '.']","['lang2' 'lang2' 'lang2' 'lang2' 'lang2' 'other' 'lang2' 'lang2' 'lang2'
 'lang2' 'other' 'lang1' 'lang1' 'lang1' 'lang1' 'other']"
"['score' 'is' '1' '-' '1' '.' 'now' '.' 'BTW' 'the' 'kid' 'never' 'forgot'
 'the' 'riding' 'lessons' '.' 'He' 'still' 'proudly' 'claims' 'to' 'have'
 'learnt' 'riding' 'on' 'a' 'new' 'CBZ' '..' '13' 'yrs' 'ago' '.']","['lang1' 'lang1' 'other' 'other' 'other' 'other' 'name' 'other' 'lang1'
 'lang1' 'lang1' 'lang1' 'lang1' 'lang1' 'lang1' 'lang1' 'other' 'lang1'
 'lang1' 'lang1' 'lang1' 'lang1' 'lang1' 'lang1' 'lang1' 'lang1' 'lang1'
 'lang1' 'name' 'other' 'other' 'lang1' 'lang1' 'other']"
"['As' 'a' 'Bangladeshi' 'i' 'believe' 'by' 'ur' 'positive' 'leadership'
 'India' 'will' 'be' 'the' 'next' 'power' 'number' 'one' 'powerful'
 'country' 'of' 'the' 'world']","['lang1' 'lang1' 'name' 'lang1' 'lang1' 'lang1' 'lang1' 'lang1' 'lang1' 'name'
 'lang1' 'lang1' 'lang1' 'lang1' 'lang1' 'lang1' 'lang1' 'lang1' 'lang1'
 'lang1' 'lang1' 'lang1']"
"['Exiciting' 'game' 'in' 'front' 'of' 'probably' 'the' 'best' 'fan' 'base'
 'in' 'the' 'world' '.' 'Let' ""'s"" 'get' 'those' '3' 'points'
 '#HalaMadrid']","['lang1' 'lang1' 'lang1' 'lang1' 'lang1' 'lang1' 'lang1' 'lang1' 'lang1'
 'lang1' 'lang1' 'lang1' 'lang1' 'other' 'lang1' 'lang1' 'lang1' 'lang1'
 'other' 'lang1' 'fw']"
"['Has' 'anyone' 'used' 'advanced' 'cogging' 'techniques' 'to' 'cheat' 'in'
 'tests' '??' 'Did' 'you' 'use' 'old' 'school' 'methods' 'or' 'new' 'tech'
 'methods' '?' 'Did' 'you' 'cog' 'alone' 'or' 'did' 'you' 'have' 'an'
 'accomplice' '?' 'Tell' 'us' 'your' 'story' '.' '100%' 'anonymous'
 'guarantee' '!']","['lang1' 'lang1' 'lang1' 'lang1' 'lang1' 'lang1' 'lang1' 'lang1' 'lang1'
 'lang1' 'other' 'lang1' 'lang1' 'lang1' 'lang1' 'lang1' 'lang1' 'lang1'
 'lang1' 'lang1' 'lang1' 'other' 'lang1' 'lang1' 'lang1' 'lang1' 'lang1'
 'lang1' 'lang1' 'lang1' 'lang1' 'lang1' 'other' 'lang1' 'lang1' 'lang1'
 'lang1' 'other' 'other' 'lang1' 'lang1' 'other']"
['Congratulations' 'to' 'our' 'team'],['lang1' 'lang1' 'lang1' 'lang1']
"['Train' 'at' '11.30' 'pm' '..' '.' 'its' '11.36' '..' 'still' 'no' 'news'
 'of' 'its' 'appearance' 'at' 'platform' '..' '.' 'Its' 'at' 'NDLS' '..'
 '.' 'Can' ""n't"" 'imagine' 'a' 'bullet' 'train' '..' '..' '@RailMinIndia']","['lang1' 'lang1' 'other' 'lang1' 'other' 'other' 'lang1' 'other' 'other'
 'lang1' 'lang1' 'lang1' 'lang1' 'lang1' 'lang1' 'lang1' 'lang1' 'other'
 'other' 'lang1' 'lang1' 'name' 'other' 'other' 'lang1' 'lang1' 'lang1'
 'lang1' 'lang1' 'lang1' 'other' 'other' 'other']"
"['so' 'cute' 'post' 'bhaijaan' '..' 'really' 'its' 'a' 'super' 'proud'
 'moment' '4' 'a' 'true' 'indian' '..' '.' 'proud' 'of' 'u' '#pvsindhu']","['lang1' 'lang1' 'lang1' 'lang2' 'other' 'lang1' 'lang1' 'lang1' 'lang1'
 'lang1' 'lang1' 'other' 'lang1' 'lang1' 'name' 'other' 'other' 'lang1'
 'lang1' 'lang1' 'name']"
"['While' 'making' 'payment' 'of' 'bill' 'after' 'dinner' 'in' 'restaurant'
 ',' 'it' 'feels' 'like' 'state' 'govt' '&' 'central' 'govt' 'both' 'had'
 'a' 'dinner' 'with' 'us' '.' '😂']","['lang1' 'lang1' 'lang1' 'lang1' 'lang1' 'lang1' 'lang1' 'lang1' 'lang1'
 'other' 'lang1' 'lang1' 'lang1' 'lang1' 'lang1' 'lang1' 'lang1' 'lang1'
 'lang1' 'lang1' 'lang1' 'lang1' 'lang1' 'lang1' 'other' 'other']"
['yYeh' 'naya' 'film' 'hai'],['lang2' 'lang2' 'lang1' 'lang2']
"['Been' 'dabbling' 'with' 'Lightroom' 'presets' 'for' 'sometime' '.' 'Any'
 'recommendations' 'for' 'free' 'packs' 'to' 'tinker' 'around' 'with' '?'
 '#Adobe' '#Lightroom']","['lang1' 'lang1' 'lang1' 'name' 'lang1' 'lang1' 'lang1' 'other' 'lang1'
 'lang1' 'lang1' 'lang1' 'lang1' 'lang1' 'lang1' 'lang1' 'lang1' 'other'
 'name' 'name']"
"['Kitna' 'controversy' 'choti' 'choti' 'batome' 'na' 'sir' 'celebrity'
 'honeka' 'yek' 'ye' 'to' 'he' 'sir' 'jhelana' 'padta' 'he']","['lang2' 'lang1' 'lang2' 'lang2' 'lang2' 'lang2' 'lang1' 'lang1' 'lang2'
 'lang2' 'lang2' 'lang2' 'lang2' 'lang1' 'lang2' 'lang2' 'lang2']"
"['views' 'on' 'public' 'finance' 'management' 'n' 'accountability' 'at'
 'each' 'level' '.' 'Panchyat' '.' 'Municipal' 'corporation' '.' 'State'
 'govt' ',' 'it' ""'s"" 'ministries' 'n' 'departments' '.' 'Central' 'Govt'
 ',' 'it' ""'s"" 'ministries' 'n' 'departments' 'There' 'has' 'to' 'be'
 'financial' 'statement' 'includes' 'balance' 'sheet' '(' 'statement' 'of'
 'assets' 'and' 'liabilities' 'owned' ')' 'at' 'each' 'level' 'of'
 'public' 'institution' '.' 'The' 'biggest' 'fraud' 'happening' 'in'
 'public' 'finance' ',' 'being' 'no' 'accounting' 'and' 'preparation' 'of'
 'balance' 'sheet' '/' 'statement' 'of' 'affairs' '.' 'Let' ""'s"" 'raise'
 'voice' '!!' '!']","['lang1' 'lang1' 'lang1' 'lang1' 'lang1' 'lang1' 'lang1' 'lang1' 'lang1'
 'lang1' 'other' 'lang2' 'other' 'lang1' 'lang1' 'other' 'lang1' 'lang1'
 'other' 'lang1' 'lang1' 'lang1' 'lang1' 'lang1' 'other' 'lang1' 'lang1'
 'other' 'lang1' 'lang1' 'lang1' 'lang1' 'lang1' 'lang1' 'lang1' 'lang1'
 'lang1' 'lang1' 'lang1' 'lang1' 'lang1' 'lang1' 'other' 'lang1' 'lang1'
 'lang1' 'lang1' 'lang1' 'lang1' 'other' 'lang1' 'lang1' 'lang1' 'lang1'
 'lang1' 'lang1' 'other' 'lang1' 'lang1' 'lang1' 'lang1' 'lang1' 'lang1'
 'lang1' 'other' 'lang1' 'lang1' 'lang1' 'lang1' 'lang1' 'lang1' 'lang1'
 'lang1' 'other' 'lang1' 'lang1' 'lang1' 'other' 'lang1' 'lang1' 'lang1'
 'lang1' 'other' 'other']"
['ghani' 'late' 'release' 'kar' 'ro' 'se' 'movie' 'ne' '..' '..'],"['lang2' 'lang1' 'lang1' 'lang2' 'lang2' 'lang2' 'lang1' 'lang2' 'other'
 'other']"
"['Ur' 'so' 'cld' 'boyfrnd' 'timepas' 'wid' 'u' '...' 'jb' 'use' 'apna'
 'dil' 'bhlana' 'hota' 'h' 'wo' 'tmhre' 'pas' 'ajata' '...' 'laat' 'maro'
 'ase' 'bf' 'ko' '...' 'dis' 'is' 'nt' 'love' '...' 'tmhe' 'khud' 'smjh'
 'ni' 'aya' 'ye' 'sb' 'dkh' 'kr' 'phn' 'kre' 'mt' 'uthao' 'text' 'kre'
 'mt' 'reply' 'do' '...' 'huhh' '...']","['lang1' 'lang1' 'lang1' 'lang1' 'lang1' 'lang1' 'lang1' 'other' 'lang2'
 'lang2' 'lang2' 'lang2' 'lang2' 'lang2' 'lang2' 'lang2' 'lang2' 'lang2'
 'lang2' 'other' 'lang2' 'lang2' 'lang2' 'lang1' 'lang2' 'other' 'lang1'
 'lang1' 'lang1' 'lang1' 'other' 'lang2' 'lang2' 'lang2' 'lang2' 'lang2'
 'lang2' 'lang2' 'lang2' 'lang2' 'lang1' 'lang2' 'lang2' 'lang2' 'lang1'
 'lang2' 'lang2' 'lang1' 'lang2' 'other' 'other' 'other']"
"['aisa' 'kaise' 'ho' 'sakta' 'h' '....' 'maine' 'jo' 'confession' 'kiya'
 'tha' 'wahi' 'post' 'kar' 'dete']","['lang2' 'lang2' 'lang2' 'lang2' 'lang2' 'other' 'lang2' 'lang2' 'lang1'
 'lang2' 'lang2' 'lang2' 'lang1' 'lang2' 'lang2']"
"['@Britanniacomms' '@zoilovna' '@BornFreeAfrica' '@wffoundation'
 '@TigerTimeNow' 'Heaven' ""'s"" 'No' '!']",['other' 'other' 'other' 'other' 'other' 'lang1' 'lang1' 'lang1' 'other']
"['Bhai' 'mohali' 'ke' 'one' 'day' 'ki' 'yad' 'rhegi' '.' 'Kya' 'match'
 'nikala' 'h' 'bhai' '.' 'Best' 'khildi' 'virat' 'kholi']","['lang2' 'name' 'lang2' 'lang1' 'lang1' 'lang2' 'lang2' 'lang2' 'other'
 'lang2' 'lang1' 'lang2' 'lang2' 'lang2' 'other' 'lang1' 'lang2' 'name' 'name']"
"['Mr' 'John' 'Key' 'New' 'Zealand' 'PM' 'will' 'this' 'time' 'change'
 'his' 'mind' 'to' 'support' 'India' 'in' 'NSG' 'for' 'India' 'entering']","['lang1' 'name' 'name' 'name' 'name' 'lang1' 'lang1' 'lang1' 'lang1' 'lang1'
 'lang1' 'lang1' 'lang1' 'lang1' 'name' 'lang1' 'name' 'lang1' 'name' 'lang1']"
"['One' 'of' 'the' 'best' 'comedian' 'along' 'gentle' 'villain' '..' '..'
 '..' '..' '.' 'Aa' 'firangi' 'aa' 'best' 'part' 'of' 'humbleness' 'in'
 'lagaan' 'movie' '..' '..' '.' 'May' 'allah' 'rest' 'his' 'soul' 'in'
 'peace' '..' '..' 'we' 'miss' 'u' 'Babaa']","['lang1' 'lang1' 'lang1' 'lang1' 'lang1' 'lang1' 'lang1' 'lang1' 'other'
 'other' 'other' 'other' 'other' 'lang2' 'lang2' 'lang2' 'lang1' 'lang1'
 'lang1' 'lang1' 'lang1' 'name' 'lang1' 'other' 'other' 'other' 'lang1' 'name'
 'lang1' 'lang1' 'lang1' 'lang1' 'lang1' 'other' 'other' 'lang1' 'lang1'
 'lang1' 'lang2']"
['I' 'just' 'luv' 'her' 'as' 'always' 'u' 'lukng' 'gorgeous' ':' '*'],"['lang1' 'lang1' 'lang1' 'lang1' 'lang1' 'lang1' 'lang1' 'lang1' 'lang1'
 'other' 'other']"
"['Chalo' 'feer' 'se' 'Team' 'india' 'ne' 'prove' 'kr' 'diya' 'ki' '..'
 'Ek' 'Kohli' 'ek' 'khud' 'Team' 'ka' 'naaam' 'hai' '..' 'aur' 'Baaki'
 '10' 'ek' 'dusri' 'team' 'hai' '..' '.' 'Jab' 'King' 'kohli' 'out' 'hoga'
 '..' '.' 'inse' 'itna' 'chhota' 'total' 'b' 'nai' 'ban' 'sakaa' '..' '..'
 '.' 'very' 'sad' '..' 'saari' 'Match' 'King' 'Kohli' 'hi' 'jitaayega'
 'to' 'baaki' '..' 'kyaa' 'bhajiyaa' 'talege' 'ground' 'me' '..' '..' '..'
 '.']","['lang2' 'lang2' 'lang2' 'lang1' 'name' 'lang2' 'lang1' 'lang2' 'lang2'
 'lang2' 'other' 'lang2' 'name' 'lang2' 'lang2' 'lang1' 'lang2' 'lang2'
 'lang2' 'other' 'lang2' 'lang2' 'other' 'lang2' 'lang2' 'lang1' 'lang2'
 'other' 'other' 'lang2' 'lang1' 'name' 'lang1' 'lang2' 'other' 'other'
 'lang2' 'lang2' 'lang2' 'lang1' 'lang2' 'lang2' 'lang2' 'lang2' 'other'
 'other' 'other' 'lang1' 'lang1' 'other' 'lang2' 'lang1' 'lang1' 'name'
 'lang2' 'lang2' 'lang2' 'lang2' 'other' 'lang2' 'lang2' 'lang2' 'lang1'
 'lang1' 'other' 'other' 'other' 'other']"
"['#302' ':' 'I' 'made' 'a' 'big' 'mistake' 'signing' 'up' 'for' 'an'
 'internship' '.' 'This' 'is' 'what' 'happens' 'when' 'you' 'join' 'a'
 'giveup' 'internship' 'just' 'for' 'money' '....' 'They' 'fuck' 'you'
 'each' 'and' 'every' 'day' 'and' 'when' 'your' 'stamina' 'is' 'over'
 'they' 'ask' 'you' 'why' 'you' ""don't"" 'have' 'the' 'capability' 'to'
 'get' 'fucked' 'further' 'since' 'you' 'are' 'an' 'IITian' '.' 'And'
 'then' 'they' 'fire' 'you' 'with' 'placement' 'penalty' 'points' 'and'
 'fine' '(' 'I' ""didn't"" 'even' 'know' 'such' 'things' 'happen' ')' '.'
 '.' 'So' 'just' 'a' 'piece' 'of' 'advice' '-' ""don't"" 'sign' 'any' 'damn'
 'internship' 'offer' 'if' 'you' 'know' 'you' ""don't"" 'like' 'it' ','
 'then' 'a' 'sidey' 'project' 'is' 'the' 'best' 'thing' 'to' 'do' '.' 'If'
 'anyone' 'knows' 'how/where' 'to' 'check' 'placement' 'penalty' 'points'
 ',' 'please' 'comment' '.' '#giveup' '@intern']","['other' 'other' 'lang1' 'lang1' 'lang1' 'lang1' 'lang1' 'lang1' 'lang1'
 'lang1' 'lang1' 'lang1' 'other' 'lang1' 'lang1' 'lang1' 'lang1' 'lang1'
 'lang1' 'lang1' 'lang1' 'lang1' 'lang1' 'lang1' 'lang1' 'lang1' 'other'
 'lang1' 'lang1' 'lang1' 'lang1' 'lang1' 'lang1' 'lang1' 'lang1' 'lang1'
 'lang1' 'lang1' 'lang1' 'lang1' 'lang1' 'lang1' 'lang1' 'lang1' 'lang1'
 'lang1' 'lang1' 'lang1' 'lang1' 'lang1' 'lang1' 'lang1' 'lang1' 'lang1'
 'lang1' 'lang1' 'lang1' 'name' 'other' 'lang1' 'lang1' 'lang1' 'lang1'
 'lang1' 'lang1' 'lang1' 'lang1' 'lang1' 'lang1' 'lang1' 'other' 'lang1'
 'lang1' 'lang1' 'lang1' 'lang1' 'lang1' 'lang1' 'other' 'other' 'other'
 'lang1' 'lang1' 'lang1' 'lang1' 'lang1' 'lang1' 'other' 'lang1' 'lang1'
 'lang1' 'lang1' 'lang1' 'lang1' 'lang1' 'lang1' 'lang1' 'lang1' 'lang1'
 'lang1' 'lang1' 'other' 'lang1' 'lang1' 'lang1' 'lang1' 'lang1' 'lang1'
 'lang1' 'lang1' 'lang1' 'lang1' 'other' 'lang1' 'lang1' 'lang1' 'lang1'
 'lang1' 'lang1' 'lang1' 'lang1' 'lang1' 'other' 'lang1' 'lang1' 'other'
 'lang1' 'other']"
['Blue' 'happens' 'to' 'be' 'my' 'favorite' 'color' '<3'],['lang1' 'lang1' 'lang1' 'lang1' 'lang1' 'lang1' 'lang1' 'other']
"['God' ""'s"" 'power' 'is' 'the' 'ultimate' 'power' 'mindset' 'is'
 'important' 'for' 'every' 'human' 'being' 'enjoy' 'each' 'and' 'every'
 'moment' 'create' 'lovable' 'society' 'mindset' 'is' 'also' 'important'
 'for' 'every' 'job']","['lang1' 'lang1' 'lang1' 'lang1' 'lang1' 'lang1' 'lang1' 'lang1' 'lang1'
 'lang1' 'lang1' 'lang1' 'lang1' 'lang1' 'lang1' 'lang1' 'lang1' 'lang1'
 'lang1' 'lang1' 'lang1' 'lang1' 'lang1' 'lang1' 'lang1' 'lang1' 'lang1'
 'lang1' 'lang1']"
"['what' 'different' 'experience' '..' '..' '..' '??' '?' 'Because' 'of'
 'u' 'we' 'had' 'lost' 'a' 'match' 'against' 'west' 'indies' 'in'
 'florida' '..' '..' '..' 'Please' 'take' 'a' 'retirement' 'from' 'odi'
 'and' 't20' 'also' '..' '..']","['lang1' 'lang1' 'lang1' 'other' 'other' 'other' 'other' 'other' 'lang1'
 'lang1' 'lang1' 'lang1' 'lang1' 'lang1' 'lang1' 'lang1' 'lang1' 'name' 'name'
 'lang1' 'name' 'other' 'other' 'other' 'lang1' 'lang1' 'lang1' 'lang1'
 'lang1' 'lang1' 'lang1' 'lang1' 'lang1' 'other' 'other']"
['koun' 'yaha' 'kise' 'dil' 'mein' 'jagah' 'deta'],['lang2' 'lang2' 'lang2' 'lang2' 'lang2' 'lang2' 'lang2']
['You' 'look' 'really' 'perfect' 'PC'],['lang1' 'lang1' 'lang1' 'lang1' 'name']
"['but' 'mp' 'me' 'higher' 'education' 'ke' 'liye' 'aap' 'ke' 'pas' 'kya'
 'pllaning' 'hai']","['lang1' 'name' 'lang2' 'lang1' 'lang1' 'lang2' 'lang2' 'lang2' 'lang2'
 'lang2' 'lang2' 'lang1' 'lang2']"
"['HBD' 'FARHAN' 'and' 'more' 'bday' 'to' 'come' '.' 'GOD' 'BLESS' 'U'
 'and' 'your' 'whole' 'family' 'and' 'friends' '.']","['lang2' 'name' 'lang1' 'lang1' 'lang1' 'lang1' 'lang1' 'other' 'lang1'
 'lang1' 'lang1' 'lang1' 'lang1' 'lang1' 'lang1' 'lang1' 'lang1' 'other']"
"['You' 'are' 'substance' ',' 'love' 'to' 'see' 'you' 'as' 'you' 'are' '.']","['lang1' 'lang1' 'lang1' 'other' 'lang1' 'lang1' 'lang1' 'lang1' 'lang1'
 'lang1' 'lang1' 'other']"
"['Hey' 'Virat' 'you' 'Look' 'Awesome' ',' 'Great' 'to' 'hear' ','
 'Success' 'should' 'be' 'with' 'you' 'always' ',' 'go' 'on' ',' 'keep'
 'doing' '..' '.' 'Today' 'here' 'in' 'US' 'Indian' 'news' 'channel'
 'Head' 'Line' 'and' 'Hot' 'news' 'was' 'about' 'you' ',' 'what' 'is'
 'that' '?' 'Come' 'on' 'dear' 'your' 'First' 'Girl' 'Friend' 'should'
 'be' 'your' '""""""""""""""""""""' 'BAT' '""""""""""""""""""""' '..' '.']","['lang1' 'name' 'lang1' 'lang1' 'lang1' 'other' 'lang1' 'lang1' 'lang1'
 'other' 'lang1' 'lang1' 'lang1' 'lang1' 'lang1' 'lang1' 'other' 'lang1'
 'lang1' 'other' 'lang1' 'lang1' 'other' 'other' 'lang1' 'lang1' 'lang1'
 'name' 'name' 'lang1' 'lang1' 'lang1' 'lang1' 'lang1' 'lang1' 'lang1' 'lang1'
 'lang1' 'lang1' 'other' 'lang1' 'lang1' 'lang1' 'other' 'lang1' 'lang1'
 'lang1' 'lang1' 'lang1' 'lang1' 'lang1' 'lang1' 'lang1' 'lang1' 'other'
 'lang1' 'other' 'other' 'other']"
"['He' 'makes' 'me' 'fall' 'for' 'him' 'again' 'nd' 'again' '!!'
 '@Cristiano' 'I' 'love' 'u' '!!' '#UCL' '#RealMadrid' '😘😘😘😘😘']","['lang1' 'lang1' 'lang1' 'lang1' 'lang1' 'lang1' 'lang1' 'lang1' 'lang1'
 'other' 'other' 'lang1' 'lang1' 'lang1' 'other' 'name' 'name' 'other']"
"['Hello' ',' 'my' 'name' 'is' 'Henson' 'Lorde' 'and' 'I' ""'m"" 'originally'
 'from' 'Scarborough' ',' 'Ontario' '..' '..' 'PRIYANKA'
 '""""""""""""""""""""""""""""""""""""""""""""' 'QUEEN' 'OF' 'DIAMONDS' '""""""""""""""""""""""""""""""""""""""""""""'
 'CHOPRA' '..' '..' '.' 'In' '2017' 'you' 'are' 'going' 'to' 'pack' 'your'
 'bags' 'because' 'you' 'are' 'going' 'to' 'Toronto' ',' 'Ontario' 'to'
 'go' 'to' 'work' 'for' 'season' 'three' 'of' '""""""""""""""""""""""""""""""""""""""""""""'
 'QUANTICO' '""""""""""""""""""""""""""""""""""""""""""""' 'that' 'will' 'be' 'filmed' 'in'
 'Downtown' 'Toronto' 'and' 'whenever' 'you' 'are' 'finish' 'working' 'on'
 'an' 'episode' 'can' 'I' 'stop' 'by' 'and' 'give' 'you' 'a' 'hug' 'and'
 'a' 'kiss' 'before' 'I' 'give' 'you' 'something' 'nice' 'to' 'wear'
 'around' 'your' 'neck' '..' '..' 'please' '?']","['lang1' 'other' 'lang1' 'lang1' 'lang1' 'name' 'name' 'lang1' 'lang1' 'lang1'
 'lang1' 'lang1' 'name' 'other' 'name' 'other' 'other' 'name' 'other' 'lang1'
 'lang1' 'lang1' 'other' 'name' 'other' 'other' 'other' 'lang1' 'other'
 'lang1' 'lang1' 'lang1' 'lang1' 'lang1' 'lang1' 'lang1' 'lang1' 'lang1'
 'lang1' 'lang1' 'lang1' 'name' 'other' 'name' 'lang1' 'lang1' 'lang1' 'lang1'
 'lang1' 'lang1' 'lang1' 'lang1' 'other' 'name' 'other' 'lang1' 'lang1'
 'lang1' 'lang1' 'lang1' 'name' 'name' 'lang1' 'lang1' 'lang1' 'lang1' 'lang1'
 'lang1' 'lang1' 'lang1' 'lang1' 'lang1' 'lang1' 'lang1' 'lang1' 'lang1'
 'lang1' 'lang1' 'lang1' 'lang1' 'lang1' 'lang1' 'lang1' 'lang1' 'lang1'
 'lang1' 'lang1' 'lang1' 'lang1' 'lang1' 'lang1' 'lang1' 'lang1' 'lang1'
 'other' 'other' 'lang1' 'other']"
"['Dear' 'PM' 'Sir' ',' 'Why' 'happens' 'only' 'in' 'India' ':' '1' '.'
 'Opposition' 'parties' 'can' 'not' 'show' 'the' 'respect' 'to' 'PM'
 'while' 'giving' 'statements' ',' '2' '.' 'Opposition' 'do' 'politics'
 'over' 'matter' 'of' 'National' 'Securities' 'like' 'Surgical' 'Strikes'
 'recently' ',' '3' '.' 'Media' 'always' 'discuss' 'the' 'matters' 'of'
 'National' 'Security' ',' '4' '.' 'Hate' 'politics' ',' 'leg' 'pulling'
 'politics' '..' 'all' 'the' 'time' ',' '5' '.' 'Indian' 'media' 'can'
 'not' 'do' 'positive' 'journalism' '..' '.' 'Always' 'crime' '..' 'hate'
 'politics' 'or' 'bad' 'side' 'of' 'India' '..' '.' '6' '.' 'For' 'the'
 'sake' 'of' 'Entertainment' 'producers' 'are' 'making' 'nonsense' 'films'
 'only' 'bad' 'image' 'of' 'Indian' 'culture' 'like' 'sex' 'based' 'films'
 '..' 'Why' 'this' 'happening' 'again' 'n' 'again' 'and' 'govt' 'does'
 'not' 'have' 'any' 'control' 'to' 'save' 'our' 'culture' '..' '.' 'Not'
 'happy' '..' '.']","['lang1' 'lang1' 'lang1' 'other' 'lang1' 'lang1' 'lang1' 'lang1' 'name'
 'other' 'other' 'other' 'lang1' 'lang1' 'lang1' 'lang1' 'lang1' 'lang1'
 'lang1' 'lang1' 'lang1' 'lang1' 'lang1' 'lang1' 'other' 'other' 'other'
 'lang1' 'lang1' 'lang1' 'lang1' 'lang1' 'lang1' 'lang1' 'lang1' 'lang1'
 'lang1' 'lang1' 'lang1' 'other' 'other' 'other' 'lang1' 'lang1' 'lang1'
 'lang1' 'lang1' 'lang1' 'lang1' 'lang1' 'other' 'other' 'other' 'lang1'
 'lang1' 'other' 'lang1' 'lang1' 'lang1' 'other' 'lang1' 'lang1' 'lang1'
 'other' 'other' 'other' 'lang1' 'lang1' 'lang1' 'lang1' 'lang1' 'lang1'
 'lang1' 'other' 'other' 'lang1' 'lang1' 'other' 'lang1' 'lang1' 'lang1'
 'lang1' 'lang1' 'lang1' 'name' 'other' 'other' 'other' 'other' 'lang1'
 'lang1' 'lang1' 'lang1' 'lang1' 'lang1' 'lang1' 'lang1' 'lang1' 'lang1'
 'lang1' 'lang1' 'lang1' 'lang1' 'lang1' 'lang1' 'lang1' 'lang1' 'lang1'
 'lang1' 'other' 'lang1' 'lang1' 'lang1' 'lang1' 'lang1' 'lang1' 'lang1'
 'lang1' 'lang1' 'lang1' 'lang1' 'lang1' 'lang1' 'lang1' 'lang1' 'lang1'
 'lang1' 'other' 'other' 'lang1' 'lang1' 'other' 'other']"
['@IAmJericho' 'Jericho' 'Rocks' '😘'],['other' 'name' 'lang1' 'other']
"['lekin' 'aaj' 'ye' 'modi' 'usi' 'soowar' 'ke' 'saath' 'khada' 'najar'
 'aa' 'raha' 'hai']","['lang2' 'lang2' 'lang2' 'name' 'lang2' 'lang2' 'lang2' 'lang2' 'lang2'
 'lang2' 'lang2' 'lang2' 'lang2']"
